Casing_pressure,Tubing_pressure,Gas_production,Water_production,Water_gas_ratio,PI
4.65,2.76,3.66,6,1.64,0
4.77,2.85,2.17,3,1.38,0
4.57,2.82,3.25,2,0.62,0
4.62,2.99,3.15,5,1.59,0
4.58,2.95,3.15,5,1.59,0
5.08,2.55,4.97,5,1.01,0
5.37,4.97,2.07,2,0.97,0
5.27,3.26,1.07,2,1.87,0
4.69,3.24,3.53,4,1.13,0
4.94,4.74,2.97,3,1.01,0
5.1,2.72,2.77,2,0.72,0
4.69,2.89,3.07,3,0.98,0
4.7,2.93,3.12,3,0.96,0
4.58,3,4.14,8,1.93,0
4.83,2.52,4.5,8,1.78,0
5.27,2.52,3.88,6,1.55,0
4.92,2.67,3.65,5,1.37,0
4.62,2.98,4,5,1.25,0
4.54,2.77,4,5,1.25,0
4.38,2.9,4,5,1.25,0
4.41,2.83,4,5,1.25,0
4.41,2.85,4,5,1.25,0
4.38,2.97,4,5,1.25,0
4.38,2.83,4,5,1.25,0
4.43,2.65,3.75,5,1.33,0
4.84,3.39,3.2,5,1.56,0
4.49,2.74,3.86,5,1.3,0
4.79,3.24,3.35,5,1.49,0
4.63,2.93,3.4,5,1.47,0
4.48,2.68,3.2,5,1.56,0
4.42,2.7,3.08,5,1.63,0
4.67,3.61,2.57,5,1.95,0
4.74,3.4,3.02,5,1.65,0
4.69,3.19,2.82,5,1.77,0
4.65,3.17,2.24,5,2.23,0
4.66,3.02,2.21,5,2.26,0
4.71,2.92,2.08,4,1.92,0
5.01,2.62,2.58,4,1.55,0
4.79,3.72,2.51,4,1.59,0
4.78,3.2,2.45,4,1.63,0
4.78,3.42,2.51,4,1.59,0
4.78,3.45,2.48,4,1.61,0
4.79,3.59,2.4,5,2.08,0
4.73,3.24,2.7,5,1.85,0
4.68,2.75,3.62,8,2.21,0
5.11,2.63,3.22,5,1.55,0
5.44,3,2.99,4,1.34,0
4.82,3.27,3.5,5,1.43,0
5.12,2.91,3.18,4,1.26,0
5.1,2.83,3.16,4,1.26,0
5.05,3.44,2.46,3,1.22,0
5.33,3.03,1.8,3,1.67,0
5.43,2.61,1.33,1,0.75,0
5.77,2.69,1.06,1,0.94,0
5.2,2.69,2.11,4,1.9,0
5.58,2.57,0.97,1,1.04,0
5.81,2.51,3.07,6,1.95,0
5.24,3.4,3.69,5,1.35,0
4.91,3.04,2.94,6,2.04,0
5.52,2.54,1.76,3,1.7,0
5.55,2.32,3.32,6,1.81,0
4.91,3.06,4.06,8,1.97,0
4.72,2.96,3.26,5,1.53,0
4.79,2.89,3.19,7,2.2,0
5.71,5.44,0.59,1,1.71,2
5.28,3.52,3.1,8,2.58,0
5.09,3.13,3.29,6,1.82,0
4.87,3.19,2.94,6,2.04,0
5.47,2.62,1.6,3,1.87,0
4.89,3.23,4.55,8,1.76,0
5.14,2.53,2.63,5,1.9,0
4.72,2.98,2.71,5,1.85,0
4.74,2.71,2.76,5,1.81,0
4.61,2.94,3.27,5,1.53,0
4.69,2.77,4.16,6,1.44,0
4.56,2.97,4.64,6,1.29,0
4.63,2.59,3.97,6,1.51,0
4.59,2.97,4.22,6,1.42,0
4.37,2,4.33,6,1.39,0
4.54,2.78,4.02,6,1.49,0
4.6,2.64,3.8,6,1.58,0
4.78,2.54,3.84,6,1.56,0
7,12,7.8163,76,9.72,0
7,12,9.0597,60,6.62,0
6.5,15,5.9672,31,5.2,0
6.2,15,5.8321,46,7.89,0
6.2,14.5,5.5024,45,8.18,0
6.2,15,5.6855,57,10.03,0
6.5,15,5.6604,54,9.54,0
6.5,15,5.6476,54,9.56,0
6.2,12.5,5.4983,53,9.64,0
6.2,13.5,5.8405,55,9.42,0
6.1,14.2,4.3481,42,9.66,0
6.2,14,3.4536,52,15.06,0
6.2,14,4.1859,50,11.94,0
6.1,14.2,4.7225,51,10.8,0
6.2,14.2,3.2385,56,17.29,0
6.2,14.8,3.0509,51,16.72,0
6.1,14,3.3093,59,17.83,0
6.4,14.3,3.2008,56,17.5,0
7,14.7,3.1476,54,17.16,0
6.8,14.3,3.2533,52,15.98,0
6.8,14.2,3.1811,51,16.03,0
6.5,14.5,3.0114,48,15.94,0
6.7,14.6,2.8586,46,16.09,0
6.8,14.5,3.0485,45,14.76,0
6.6,14.8,4.6159,41,8.88,0
6.2,14.8,3.042,43,14.14,0
6,14.2,2.6816,32,11.93,0
6,14.5,4.158,38,9.14,1
12.59,4.24,3.4446,36,10.45,0
10.98,3.93,6.7541,52,7.7,0
10.47,3.43,5.4972,56,10.19,0
10.44,3.4,5.51,55,9.98,0
11.96,5.57,3.8056,46,12.09,0
13.86,5.88,3.1718,34,10.72,1
12.26,5.52,6.0829,54,8.88,0
11.93,5.65,3.5766,52,14.54,0
11.69,5.65,3.6618,52,14.2,0
11.37,5.37,4.7934,54,11.27,0
10.9,5.18,6.1032,52,8.52,2
11.46,5,6.495,58,8.93,0
13.38,4.93,4.9968,54,10.81,0
10.57,5.11,5.3546,56,10.46,0
10.76,5.04,5.0494,52,10.3,0
12.52,4.92,4.9278,48,9.74,0
10.52,4.98,4.2468,46,10.83,0
11.3,5.23,3.8147,44,11.53,0
11,5.3,4.692,38,8.1,0
9.6,5.1,4.3994,38,8.64,0
11.2,5,4.4863,33,7.36,0
10.96,4.96,4.5235,39,8.62,0
11.2,5,4.6785,39,8.34,0
11,4.9,4.4558,37,8.3,0
11.4,5.1,6.8803,35,5.09,0
11.7,5.25,3.3536,35,10.44,0
11.6,5.2,3.7795,37,9.79,0
11.5,5.2,3.928,38,9.67,0
11.4,5.2,3.9886,33,8.27,0
11.3,5.3,3.78,32,8.47,0
12.5,5.4,1.4369,39,27.14,2
10.3,5.2,6.6882,46,6.88,0
9.7,5.3,4.682,43,9.18,0
10.7,5.2,4.3618,30,6.88,0
9.3,5.2,4.6926,40,8.52,0
9.7,5.5,4.3301,30,6.93,0
10.8,5.4,4.1207,32,7.77,0
9.2,5.4,4.6573,30,6.44,0
9.6,5.5,4.1475,31,7.47,0
9.3,5.36,4.3514,33,7.58,0
10.4,5.5,3.811,27,7.08,0
10,5.8,3.9945,27,6.76,0
9.6,5.7,3.8772,26,6.71,0
11.3,5.63,3.3188,17,5.12,0
9.86,5.73,4.0935,29,7.08,0
9.46,5.89,3.9933,27,6.76,0
8.83,5.81,4.0213,25,6.22,0
10.61,5.81,3.5754,22,6.15,0
11.16,5.97,3.5097,8,2.28,0
10.85,6.28,3.5937,7,1.95,0
8.44,6.04,3.0296,12,3.96,2
10.87,5.87,5.2814,4,0.76,0
9.3,5.94,5.1464,2,0.39,0
9.87,5.85,5.1064,3,0.59,0
10,5.81,4.5002,2,0.44,0
6.76,5.56,4.8139,2,0.42,0
8.62,5.58,4.2439,1,0.24,0
9.16,5.93,4.8477,2,0.41,0
10.94,5.92,4.2587,2,0.47,0
11.5,5.99,2.8851,1,0.35,0
10,5.84,4.2413,1,0.24,0
10.1,5.93,5.6472,6,1.06,0
10.3,6.16,5.8447,13,2.22,0
10.39,6.25,6.2886,15,2.39,0
10.72,6.38,5.7487,12,2.09,0
8.8,6.2,3.7039,4,1.08,0
9.4,6.2,4.5584,4,0.88,0
10.2,6.14,4.5631,4,0.88,0
7.8,6.1,4.4948,3,0.67,1
10.18,6.02,3.3841,10,2.95,0
10.88,6,4.1809,12,2.87,0
10.01,5.66,5.4675,8,1.46,0
10.75,5.7,5.0992,11,2.16,0
10.19,6.05,4.6695,7,1.5,0
9.36,6.14,4.5266,8,1.77,0
8.51,6.16,4.5813,9,1.96,0
8.09,6.33,4.0226,9,2.24,0
9.07,6.22,4.4903,5,1.11,0
10.53,6.25,3.9246,4,1.02,0
9.24,5.5,4.2327,4,0.95,0
9.72,5.58,4.1408,1,0.24,0
10.59,5.46,4.2304,1,0.24,0
10.05,5.71,4.1317,1,0.24,0
9.6,5.77,4.07,1,0.25,0
9.53,5.84,3.9602,1,0.25,0
10.05,5.53,3.9561,1,0.25,0
9.99,5.8,3.9384,1,0.25,0
9.85,5.81,3.927,1,0.25,0
10.15,5.76,3.9098,1,0.26,0
9.95,5.78,3.902,1,0.26,0
9.99,5.78,3.8643,1,0.26,0
9.99,5.87,3.8096,1,0.26,0
9.88,5.81,3.874,1,0.26,0
9.94,5.76,3.8623,1,0.26,0
10.18,5.81,2.7647,1,0.36,0
9.88,5.83,5.4437,4,0.73,0
8.77,5.82,5.5938,4,0.72,0
8.38,5.79,5.4017,5,0.93,0
8,5.78,5.3728,4,0.74,0
10.56,5.71,5.0399,5,0.99,0
9.73,5.71,5.2239,3,0.57,0
9.73,5.59,5.0046,3,0.6,0
10.03,5.57,4.8422,7,1.45,0
11.11,5.78,5.2283,8,1.53,0
9.67,5.71,4.9934,2,0.4,0
9.23,5.78,5.2132,7,1.34,0
9.11,5.59,5.2674,5,0.95,0
8.53,5.54,5.4166,4,0.74,0
8.46,5.61,5.3761,7,1.3,0
10.4,5.5,5.3861,5,0.93,0
9.86,5.43,5.1992,3,0.58,1
10.05,5.41,4.2487,5,1.18,0
9.95,5.36,4.1895,7,1.67,0
10.14,5.55,3.9919,7,1.75,0
10.08,5.52,3.9962,4,1,0
10.15,5.45,3.9586,5,1.26,0
10.37,5.6,6.8764,7,1.02,0
10.36,5.53,3.6924,4,1.08,0
10.3,5.47,4.9338,5,1.01,0
10.12,5.46,5.0579,5,0.99,0
11.05,5.58,6.0095,8,1.33,0
10.25,5.43,4.0756,4,0.98,0
9.96,5.42,3.9591,4,1.01,0
8.83,3.2,4.789,7,1.46,0
7.97,3.21,6.3657,14,2.2,0
7.23,2.65,6.1086,17,2.78,0
6.75,2.47,6.6579,12,1.8,0
6.54,2.51,6.3515,13,2.05,0
6.43,2.41,6.1761,12,1.94,0
6.54,2.61,6.1719,13,2.11,0
6.51,2.49,6.0766,14,2.3,0
6.54,2.57,5.9133,16,2.71,0
6.54,2.61,5.8673,12,2.05,0
6.8,2.7,5.745,13,2.26,0
6.7,2.5,7.2259,23,3.18,0
7,2.6,5.3018,13,2.45,0
6.8,2.6,5.7481,15,2.61,0
6.6,2.7,5.1364,13,2.53,0
6.7,2.8,5.2224,13,2.49,0
7.2,3,5.7205,15,2.62,0
6.9,2.9,5.1114,13,2.54,0
6.8,2.9,5.1202,10,1.95,0
6.6,2.9,5.1889,13,2.51,0
6.4,2.9,5.5657,12,2.16,0
7.2,3.1,5.6457,12,2.13,0
7.2,3.3,3.3874,9,2.66,0
7.3,3,3.3238,8,2.41,0
6.8,2.9,4.7792,10,2.09,0
7,3.1,3.6226,13,3.59,0
7,3,4.9131,15,3.05,0
6.7,3.1,4.6642,12,2.57,0
6.6,2.4,5.1559,16,3.1,0
6.6,2.7,5.0512,13,2.57,0
6.5,2.6,5.1072,14,2.74,0
6.4,2.5,5.0352,12,2.38,0
6.5,2.5,4.7681,10,2.1,0
6.5,2.7,4.7828,11,2.3,0
6.5,2.6,3.7329,7,1.88,0
6.6,2.6,2.6523,5,1.89,0
6.6,2.6,3.6169,12,3.32,0
6.2,2.6,3.5861,15,4.18,0
5.7,2.6,3.7016,11,2.97,0
6.6,2.7,3.1925,10,3.13,0
6.6,2.7,3.4819,11,3.16,0
6.89,2.74,3.2278,12,3.72,0
6.56,4.54,3.6325,12,3.3,0
6.5,2.85,3.567,10,2.8,0
7,2.85,3.498,12,3.43,0
6.4,4.3,3.327,12,3.61,0
7.48,2.67,2.6527,8,3.02,0
6.83,2.63,3.3816,10,2.96,0
6.51,2.6,3.2571,12,3.68,0
6.32,2.6,3.016,13,4.31,0
6.98,2.82,3.2304,10,3.1,0
6.94,2.66,3.109,12,3.86,0
6.44,2.77,3.2728,12,3.67,0
6.88,2.97,2.8022,9,3.21,0
7.11,2.84,2.7715,9,3.25,0
7.62,3.08,2.7353,12,4.39,0
6.75,2.82,3.0824,10,3.24,0
8.25,3.43,2.0349,7,3.44,0
6.49,3.31,3.1742,8,2.52,0
7.39,3.19,2.5287,10,3.95,0
8.37,3.48,2.2842,7,3.06,0
8.02,3.3,2.696,9,3.34,0
6.49,2.67,3.1357,12,3.83,0
8.54,5.27,1.3347,1,0.75,0
9.64,5.43,1.2457,1,0.8,0
10.28,5.57,1.4132,1,0.71,2
6.56,2.61,4.8908,10,2.04,0
6.27,2.6,4.306,8,1.86,0
6.4,2.47,3.5155,7,1.99,0
5.6,2.4,3.2225,11,3.41,0
5.7,2.6,3.5702,13,3.64,0
5.8,2.5,3.2214,11,3.41,0
5.7,2.4,3.2344,12,3.71,0
5.6,2.3,3.2933,12,3.64,0
5.8,2.2,3.126,11,3.52,0
5.7,2.3,3.0124,13,4.32,0
2.3,5.7,3.3774,11,3.26,0
5.6,2.5,2.7125,10,3.69,0
6,2.4,2.8133,11,3.91,0
6.2,2.3,3.0698,11,3.58,0
6.1,2.3,3.0219,11,3.64,0
6.2,2.4,2.7782,12,4.32,0
6.1,2.3,3.0652,12,3.91,0
6.5,2.5,2.6254,11,4.19,0
6,2.5,3.0162,10,3.32,0
5.9,2.4,2.6125,8,3.06,0
6.1,2.5,2.6145,10,3.82,0
6.1,2.6,2.7359,12,4.39,0
6,2.5,2.9555,13,4.4,0
6.3,2.7,2.3596,8,3.39,0
6,2,2.538,10,3.94,0
6.1,2,3.0124,15,4.98,0
6,2.5,3.0337,13,4.29,0
6,2.2,2.661,11,4.13,0
5.6,2.1,3.1561,11,3.49,0
5.9,2.1,1.4892,3,2.01,1
5.8,2,3.2506,11,3.38,0
5.8,2,2.9462,10,3.39,0
5.9,2.3,2.8961,12,4.14,0
5.4,1.8,2.9328,12,4.09,0
6.78,2.19,2.5573,7,2.74,0
5.1,2.1,3.2074,12,3.74,0
5.68,2.2,2.6766,10,3.74,0
6.36,2.24,2.629,7,2.66,0
5.34,2.46,2.8653,10,3.49,0
5.59,2.03,2.5855,8,3.09,0
5.48,2.02,2.8863,10,3.46,0
4.48,2.06,2.4797,8,3.23,0
5.19,1.77,2.5057,9,3.59,0
5.12,5.48,3.0375,10,3.29,0
5.34,4.83,2.6874,9,3.35,0
5.26,1.79,2.5938,8,3.08,0
5.41,5.24,2.5063,9,3.59,0
5.56,2.08,2.713,9,3.32,0
5.39,1.72,2.923,10,3.42,0
5.34,2.09,2.4833,9,3.62,0
5.23,2.18,2.7618,9,3.26,0
5.2,2.19,2.8777,10,3.47,0
5.13,2.08,2.6554,9,3.39,0
5.12,1.91,2.7618,8,2.9,0
5.34,1.67,2.5427,9,3.54,0
5.26,1.87,2.6387,9,3.41,0
5.34,1.87,3.4874,7,2.01,0
5.21,1.9,2.612,9,3.45,0
5.2,2.08,2.6797,10,3.73,0
5.05,2.06,1.8402,3,1.63,0
5.49,2.06,2.7339,9,3.29,0
5.42,2.18,2.605,9,3.45,0
5.58,2.5,2.9668,8,2.7,0
5.47,5.51,5.6026,8,1.43,0
5.4,2,5.9398,9,1.52,0
5.3,2.01,5.9328,9,1.52,0
5.3,2,4.1404,9,2.17,0
5.5,2.1,3.5138,7,1.99,0
5.26,1.72,2.7902,9,3.23,0
5.24,1.89,2.4187,6,2.48,0
5.11,1.67,2.8322,8,2.82,0
5.34,1.77,2.4092,6,2.49,0
5.51,1.59,2.8302,8,2.83,0
5.12,1.63,2.5913,7,2.7,0
4.85,1.57,3.1184,8,2.57,0
4.72,1.64,3.7069,7,1.89,0
5.68,1.69,3.6668,7,1.91,0
4.55,4.73,2.0945,8,3.82,0
4.4,1.57,3.6929,7,1.9,0
4.43,1.62,3.7727,7,1.86,0
4.44,1.62,3.7293,7,1.88,8
5.4,1.6,4.6756,5,1.07,0
4.7,1.57,3.2141,9,2.8,0
4.73,1.57,4.0626,9,2.22,0
4.89,1.56,3.797,8,2.11,0
4.28,1.64,2.8984,8,2.76,0
4.28,1.64,2.7803,7,2.52,0
4.61,1.66,3.4697,7,2.02,0
4.75,1.59,3.5667,6,1.68,0
4.35,1.66,3.6301,6,1.65,0
4.29,1.63,2.4159,6,2.48,0
4.35,1.66,2.349,6,2.55,0
4.56,1.61,2.4749,6,2.42,0
4.15,1.62,0.6333,2,3.16,15
7.76,6.9,4.1005,1,0.24,0
8.08,6.14,3.2308,2,0.62,0
8.21,6.04,0.1535,0,0,0
5.88,1.98,3.7913,6,1.58,0
5.25,1.87,3.7709,9,2.39,0
4.76,1.85,3.5942,9,2.5,8
5.39,2.38,3.2333,9,2.78,0
5.15,2.7,3.146,9,2.86,0
4.8,2.56,3.0168,7,2.32,0
4.95,2.59,2.9046,8,2.75,0
5.2,1.98,3.8274,15,3.92,0
4.2,1.73,4.1166,7,1.7,0
4.53,2.23,2.6433,7,2.65,0
4.39,2.13,2.7908,6,2.15,0
4.41,2.27,2.6038,6,2.3,0
4.96,2.59,2.4571,6,2.44,0
4.53,2.23,2.957,6,2.03,0
4.42,2.29,2.6422,6,2.27,0
4.87,2.54,2.8628,7,2.45,0
4.46,2.37,2.657,4,1.51,0
4.45,2.22,2.3587,5,2.12,0
4.86,2.52,2.0134,5,2.48,0
4.46,2.07,2.3097,6,2.6,0
4.75,1.6,2.3607,6,2.54,0
4.34,2.22,1.9667,5,2.54,0
4.53,1.81,2.1699,6,2.77,0
4.71,2.03,2.0016,5,2.5,0
4.58,2.34,2.1934,6,2.74,0
4.19,2.03,2.0322,6,2.95,0
4.85,2.43,2.0534,5,2.43,0
4.24,2.23,2.2477,6,2.67,0
4.73,2.36,2.0535,6,2.92,0
5.21,1.83,3.3295,3,0.9,0
4.34,2.22,1.9893,6,3.02,0
4.68,1.92,2.075,2,0.96,0
4.37,2.17,2.2001,7,3.18,0
4.94,2.51,2.0363,5,2.46,0
4.25,2.12,2.2409,6,2.68,0
4.44,1.68,2.1343,5,2.34,0
4.84,2.55,1.9308,6,3.11,0
4.36,2.13,2.0912,5,2.39,0
4.43,2.1,2.1229,10,4.71,0
4.35,1.61,2.0859,6,2.88,0
3.88,1.97,2.1414,6,2.8,0
3.95,1.79,1.9273,5,2.59,0
4.13,1.61,2.0109,5,2.49,0
4.25,1.63,2.1102,6,2.84,0
4.37,2.17,1.9211,5,2.6,0
4.27,2.17,2.6018,6,2.31,0
4.43,2.18,1.9642,6,3.05,0
4.01,1.99,2.1959,5,2.28,0
4.33,1.63,2.0012,5,2.5,0
4.06,2.02,2.0615,6,2.91,0
4.18,2.09,1.9229,5,2.6,0
4.3,2,2.0364,5,2.46,0
4.04,1.77,2.01,5,2.49,0
3.91,1.65,1.9115,5,2.62,0
4.06,2.02,2.0607,6,2.91,0
4.55,2.29,1.8719,5,2.67,0
3.58,1.89,2.092,5,2.39,0
4.45,1.53,1.9203,5,2.6,0
4.29,2.06,2.0161,6,2.98,0
4.15,1.62,1.9651,4,2.04,0
4.05,1.78,2.0005,5,2.5,0
4.16,1.82,1.9109,4,2.09,0
4.57,1.62,1.9054,4,2.1,0
4.42,1.74,1.7984,4,2.22,0
4.82,1.92,1.393,4,2.87,0
4.53,1.6,3.1774,3,0.94,0
5.57,1.62,1.3893,3,2.16,0
5.28,1.6,1.8659,5,2.68,0
5.11,1.62,1.829,4,2.19,0
5.78,2.03,1.0687,1,0.94,0
5.7,1.72,1.9051,5,2.62,0
4.25,2.04,2.0119,5,2.49,0
6.03,1.65,1.4733,2,1.36,0
5.2,1.96,1.3842,4,2.89,0
5.42,1.8,1.6245,4,2.46,0
5.83,1.45,2.0819,4,1.92,0
6.61,1.46,1.041,1,0.96,0
6.62,1.42,1.3811,4,2.9,0
4.7,1.43,2.1816,6,2.75,0
5.3,1.46,1.7009,4,2.35,0
6.02,1.46,1.5079,3,1.99,0
6.68,1.45,1.1086,1,0.9,0
6.94,1.46,0.9928,1,0,0
7.51,1.44,1.0127,3,2.96,0
6.21,2.59,1.658,7,4.22,0
5.26,1.43,2.7636,7,2.53,0
5.1,1.62,1.6281,5,3.07,0
6.51,1.67,1.1214,1,0.89,0
6.89,1.63,1.0247,1,0.98,0
7.46,1.63,0.9079,3,3.3,0
7.82,1.64,0.8506,4,4.7,0
7.26,1.64,1.1663,5,4.29,0
5.6,2.13,2.4101,10,4.15,0
5.83,2.08,1.754,5,2.85,0
6.02,1.65,1.5486,3,1.94,0
6.32,1.64,1.0321,2,1.94,0
6.86,1.65,1.0883,2,1.84,0
7.64,1.65,1.0258,2,1.95,0
5.32,2.73,2.0198,9,4.46,0
4.85,1.66,2.049,4,1.95,0
4.74,1.65,1.372,3,2.19,0
5.54,1.66,1.0233,2,1.95,0
5.42,1.63,0.9332,2,2.14,0
6.22,1.66,1.8941,9,4.75,0
6.37,1.63,1.9375,5,2.58,0
7.02,1.64,1.0193,1,0.98,0
7.53,1.64,0.974,1,1.03,0
7.82,1.64,0.8524,2,2.35,0
7.82,1.64,0.7891,2,2.53,0
8.67,1.63,0.8112,5,6.16,0
6.17,2.1,2.5119,13,5.18,0
7.66,1.62,1.2162,2,1.64,0
6.66,1.63,2.1211,8,3.77,0
6.69,1.65,1.5156,4,2.64,0
7.36,1.63,1.1217,2,1.78,0
7.13,2.81,1.3201,5,3.79,0
6.22,1.64,2.2539,7,3.11,0
7.33,1.65,1.0138,1,0.99,0
7.8,1.65,0.96,1,1.04,0
7.47,1.44,1.3166,6,4.56,0
4.65,1.85,2.2402,8,3.57,0
5.27,1.55,1.6255,4,2.46,0
6.8,1.52,0.9383,3,3.2,0
7.53,1.53,0.8858,3,3.39,0
7.71,1.53,0.7733,2,2.59,0
7.76,1.55,0.7897,1,1.27,0
8.44,1.52,0.8333,3,3.6,0
7.07,2.35,2.7771,12,4.32,0
6.61,1.64,1.3183,4,3.03,0
7.4,2.01,1.1081,3,2.71,0
7.16,3.2,1.6328,5,3.06,0
6.48,1.95,1.7008,6,3.53,0
6.3,1.93,1.6369,4,2.44,0
7.08,1.64,1.0099,1,0.99,0
7.62,1.66,1.0462,3,2.87,0
8.02,1.69,0.9434,2,2.12,0
6.7,1.64,2.1308,8,3.75,0
6.02,1.81,1.7349,5,2.88,0
7.06,1.63,0.9816,3,3.06,0
7.76,1.62,0.8384,3,3.58,0
8.31,1.6,0.7564,3,3.97,0
8.66,1.6,0.757,3,3.96,0
9,1.6,0.7517,3,3.99,0
9.25,1.6,0.7543,3,3.98,0
9.43,1.6,0.7561,3,3.97,0
9.58,1.6,0.7532,2,2.66,0
9.67,1.62,0.2881,2,6.94,0
6.99,2.07,3.2447,14,4.31,0
6.17,1.66,2.1443,10,4.66,0
5.96,1.65,2.1116,8,3.79,0
6.39,1.59,1.1567,2,1.73,0
7.22,1.62,1.1766,3,2.55,0
7.14,1.62,1.5107,6,3.97,0
5.98,1.66,2.1414,7,3.27,0
6.31,1.61,1.2003,2,1.67,0
7.15,1.6,0.9649,1,1.04,0
7.55,1.6,0.8288,0,0,0
8.1,1.59,0.7322,0,0,0
8.56,1.58,0.6401,0,0,0
8.84,1.57,0.6566,0,0,0
9.16,1.56,0.5898,0,0,0
9.42,1.56,0.5559,0,0,0
9.6,1.56,0.6742,0,0,0
9.86,1.58,0.5802,0,0,5
8.58,2.16,4.2553,21,4.94,0
6.33,1.95,3.7423,10,2.67,0
6.26,2.17,2.885,5,1.73,0
5.97,2.4,3.478,9,2.59,0
6.56,2.02,1.332,4,3,0
5.6,1.95,2.4826,12,4.83,0
4.57,1.85,2.2815,7,3.07,0
4.34,1.72,2.1538,8,3.71,0
4.19,1.64,2.2323,7,3.14,0
4.02,1.63,2.0077,7,3.49,0
3.99,1.71,2.1135,5,2.37,0
4.04,1.63,1.9296,6,3.11,0
4.02,2.03,1.8124,5,2.76,0
4.08,1.68,1.9859,6,3.02,0
4.07,1.68,1.8716,5,2.67,0
4.39,1.68,1.4608,4,2.74,0
4.1,1.78,1.9721,4,2.03,0
4.25,1.86,1.6687,6,3.6,3
3.86,1.86,1.7968,4,2.23,0
3.82,1.62,1.6813,5,2.97,0
3.86,1.72,1.6027,4,2.5,0
3.77,1.66,1.7531,5,2.85,0
3.86,1.58,1.6682,4,2.4,0
3.72,1.55,1.7381,4,2.3,0
3.78,1.55,1.65,4,2.42,0
3.76,1.54,1.6609,4,2.41,0
3.58,1.54,1.7707,5,2.82,0
3.6,1.6,1.7712,4,2.26,0
3.75,1.52,1.4802,4,2.7,0
3.5,1.52,1.8159,4,2.2,0
3.56,1.53,1.7396,4,2.3,0
3.53,1.53,1.6296,4,2.45,0
3.57,1.6,1.7431,5,2.87,0
3.44,1.51,1.6613,3,1.81,0
3.36,1.53,1.6515,5,3.03,0
3.44,1.53,1.6315,3,1.84,0
3.33,1.59,1.7871,4,2.24,0
3.45,1.61,1.5514,4,2.58,0
3.52,1.78,1.5918,4,2.51,0
3.43,1.62,1.6573,4,2.41,0
3.5,1.63,1.5188,4,2.63,0
3.32,1.59,1.6854,3,1.78,0
3.41,1.59,1.6231,4,2.46,0
3.5,1.7,1.4528,4,2.75,0
3.41,1.6,1.6228,4,2.46,0
3.37,1.68,1.587,4,2.52,0
3.59,1.77,1.3617,3,2.2,0
3.42,1.6,1.6422,3,1.83,0
3.55,1.62,1.5218,3,1.97,0
3.37,1.59,1.5773,4,2.54,0
3.4,1.58,1.3161,4,3.04,0
3.42,1.58,1.5972,3,1.88,0
3.39,1.58,1.4922,4,2.68,0
3.35,1.59,1.4685,4,2.72,0
3.41,1.65,1.478,4,2.71,0
3.5,1.6,1.4922,3,2.01,0
3.54,1.53,1.3779,4,2.9,0
3.34,1.51,1.5369,4,2.6,0
3.3,1.6,1.5123,4,2.64,0
3.34,1.51,1.4727,3,2.04,0
3.33,1.51,1.5309,4,2.61,0
3.24,1.5,1.4823,3,2.02,0
3.15,1.5,1.541,4,2.6,0
3.15,1.5,1.573,4,2.54,0
3.19,1.5,1.3999,3,2.14,0
3.85,1.5,1.4289,3,2.1,0
3.22,1.51,1.5818,3,1.9,0
3.23,1.51,1.517,4,2.64,0
3.42,1.51,1.334,3,2.25,0
3.28,1.51,1.4495,3,2.07,0
3.17,1.51,1.5022,4,2.66,0
3.43,1.57,1.2958,3,2.32,0
4.19,2.76,1.0632,2,1.88,0
3.19,1.51,1.6199,4,2.47,0
3.24,1.5,1.4085,3,2.13,0
3.23,1.5,1.5581,4,2.57,0
3.14,1.5,1.4631,3,2.05,0
3.22,1.6,1.4955,4,2.67,0
3.21,1.75,1.4235,3,2.11,0
3.16,1.6,1.454,3,2.06,0
3.17,1.58,1.3459,3,2.23,0
3.61,1.96,1.3514,3,2.22,0
3.22,1.66,1.3746,4,2.91,0
3.47,1.65,1.2017,4,3.33,0
3.17,1.63,1.5243,2,1.31,0
3.15,1.63,1.3266,4,3.02,0
3.22,1.6,1.3905,4,2.88,0
3.12,1.59,1.4046,3,2.14,0
3.17,1.61,1.4239,3,2.11,0
3.22,1.61,1.2758,4,3.14,0
3.26,1.62,1.4373,3,2.09,0
3.1,1.6,1.3657,3,2.2,0
3.15,1.6,1.2991,3,2.31,0
3.2,1.59,1.3757,4,2.91,0
3.17,1.58,1.2643,3,2.37,0
3.1,1.59,1.3783,3,2.18,0
3.3,1.58,1.145,4,3.49,0
3.11,1.58,1.5306,3,1.96,0
3.05,1.59,1.3852,3,2.17,0
3.2,1.59,1.2454,3,2.41,0
3.08,1.59,1.3891,4,2.88,0
3.15,1.61,1.3627,3,2.2,0
3.11,1.62,1.2884,3,2.33,0
3.15,1.62,1.3575,4,2.95,0
3.2,1.61,1.2854,3,2.33,0
3.03,1.61,1.3933,4,2.87,0
3.13,1.59,1.2128,3,2.47,0
3.19,1.58,1.3764,3,2.18,0
3.26,1.56,1.124,4,3.56,0
3.14,1.56,1.3019,3,2.3,0
3.24,1.57,1.1458,3,2.62,0
3.2,1.56,1.1898,3,2.52,0
3.14,1.56,1.4019,3,2.14,0
3.1,1.55,1.2249,3,2.45,0
3.06,1.54,1.3348,3,2.25,0
3.23,1.56,1.244,3,2.41,0
3,1.56,1.2845,4,3.11,0
3.09,1.55,1.2911,3,2.32,0
